commit	score	memory_gb	status	description	agent	design
exp073	0.0196	0	discard	vel=1+anticipation=1.5 — cart velocity ALWAYS destructive	agent0	blackboard
EXP-A2-077	1.0	0	keep	aw=2 avw=1 pw=0.5 vw=0.5 — baseline minus anticipation/centering → perfect	agent2	blackboard
EXP-075	1.0	0	keep	vw=1.0+ah=0.5 — anticipation compatible with safe vw	agent1	blackboard
EXP-076	0.0486	0	discard	vw=1.5+ah=0.5 — anticipation cant rescue toxic vw	agent1	blackboard
EXP-077	0.0197	0	discard	aw=4+vw=2 — higher ratio cant rescue toxic vw either	agent1	blackboard
EXP-078	1.0	0	keep	aw=2,avw=1,pw=0.5,vw=1,ah=0.5,pc=0 — balanced minus centering	agent1	blackboard
EXP-A2-078	0.0187	0	discard	WORST CONFIG: no angle info, max pos/vel/bias/centering — 0.019	agent2	blackboard
EXP-A2-079	0.9856	0	keep	50:1 + sharpness=20 — sharpness does NOT help at bad ratio (still 0.986)	agent2	blackboard
EXP-A2-080	0.9807	0	keep	50:1 + anticipation=0.5 — anticipation slightly HURTS at bad ratio (0.986→0.981)	agent2	blackboard
EXP-A2-081	0.9856	0	keep	50:1 + anticipation=1.0 — same 0.986, anticipation doesn't help	agent2	blackboard
EXP-A2-082	0.9955	0	keep	aw=4.95 avw=0.1 — 49.5:1 → 0.9955, threshold between 49-49.5	agent2	blackboard
exp074	1.0	0	keep	full config + bias=0.03 → 1.0! bias resilient	agent0	blackboard
exp075	1.0	0	keep	max strength + bias=0.05 → 1.0! strong controllers survive more bias	agent0	blackboard
exp076	0.7256	0	keep	anticipation=2.0+centering=0.1 — centering hurts even max antic	agent0	blackboard
exp077	0.0908	0	discard	ratio 1000:1 (aw=10/avw=0.01) — too extreme, not enough damping	agent0	blackboard
EXP-A2-083	0.972	0	keep	aw=1 avw=1 pw=0.01 — tiny pw neither helps nor hurts 1:1 (0.97→0.972)	agent2	blackboard
EXP-079	0.1003	0	discard	pw=5.0 with ratio 2:1 — position weight VERY destructive	agent1	blackboard
EXP-080	1.0	0	keep	sharpness=0.1 with ratio 2:1 → no-op confirmed	agent1	blackboard
EXP-081	1.0	0	keep	sharpness=20 with ratio 2:1 → no-op confirmed	agent1	blackboard
EXP-082	0.9698	0	keep	ratio 1:1+sharpness=20 → same as without (0.9698)	agent1	blackboard
EXP-083	0.9698	0	keep	ratio 1:1+sharpness=0.1 → same as without (0.9698)	agent1	blackboard
EXP-084	0.2441	0	discard	pw=2.0 with ratio 2:1	agent1	blackboard
EXP-085	0.603	0	keep	pw=1.0 with ratio 2:1 — angle deaths	agent1	blackboard
EXP-086	0.1587	0	discard	pw=3.0 with ratio 2:1	agent1	blackboard
EXP-087	0.862	0	keep	pw=0.5 with ratio 2:1 MINIMAL — drops from 1.0!	agent1	blackboard
EXP-088	0.9785	0	keep	pw=0.3 with ratio 2:1 MINIMAL — near threshold	agent1	blackboard
A3-032	1.0	0	keep	aw=0.5 avw=0.25 ah=0.5 — hybrid all sub-threshold → 1.0	agent3	blackboard
A3-033	1.0	0	keep	aw=0.1 avw=0.05 ah=0.3 — hybrid very low → still 1.0	agent3	blackboard
A3-034	0.9904	0	keep	ratio 1:1 + ah=0.3 — partial rescue	agent3	blackboard
A3-035	0.9958	0	keep	ratio 1:1 + ah=0.5 — better rescue	agent3	blackboard
A3-036	1.0	0	keep	ratio 1:1 + ah=1.0 — full rescue!	agent3	blackboard
A3-037	0.8714	0	keep	ratio 1:3 + ah=1.0 — partial rescue only	agent3	blackboard
A3-038	0.9546	0	keep	ratio 1:3 + ah=2.0 — better but not perfect	agent3	blackboard
A3-039	0.484	0	discard	ratio 1:3 + pw=0.5 — makes it worse (angle deaths)	agent3	blackboard
A3-040	0.5782	0	discard	ratio 1:1 + pw=0.5 — pw causes angle deaths at marginal ratio	agent3	blackboard
A3-041	0.977	0	keep	ratio 1:1 + pw=0.1 — tiny pw slightly helps	agent3	blackboard
A3-042	0.8828	0	keep	ratio 1:1 + pw=0.2 — pw=0.2 hurts marginal controller	agent3	blackboard
exp078	1.0	0	keep	max strength + bias=0.1 → 1.0! strong controllers survive HIGH bias	agent0	blackboard
exp079	0.0944	0	discard	ratio 500:1 (aw=5/avw=0.01) — absolute angvel too low	agent0	blackboard
exp080	0.104	0	discard	ratio 200:1 (aw=2/avw=0.01) — absolute angvel too low	agent0	blackboard
exp081	1.0	0	keep	pw=0.5+anticipation=1.5 — works! anticipation+position combo	agent0	blackboard
EXP-A2-084	1.0	0	keep	aw=1 avw=1 ah=1.0 — anticipation DOES rescue 1:1 ratio! (0.97→1.0)	agent2	blackboard
EXP-A2-085	1.0	0	keep	aw=0.5 avw=0 ah=1.5 — anticipation provides angvel, angle provides static info → perfect	agent2	blackboard
EXP-A2-086	0.2439	0	discard	avw=1 pw=0.5 no angle — position can't substitute for angle	agent2	blackboard
EXP-A2-087	1.0	0	keep	ALL params=0.5 (bias=0) — perfect! ratio 1:1 rescued by anticipation/position	agent2	blackboard
exp082	0.5414	0	keep	max strength + bias=0.5 — breaks! bias limit ~0.1-0.5 for strong	agent0	blackboard
exp083	1.0	0	keep	aw=2+avw=0.05 → 1.0! absolute avw threshold very low (~0.04)	agent0	blackboard
exp084	0.0212	0	discard	anticipation=2+pw=5 — high position KILLS everything	agent0	blackboard
exp085	1.0	0	keep	anticipation=1.5+pw=0.1 → 1.0! small pw fine with anticipation	agent0	blackboard
EXP-A2-088	1.0	0	keep	ALL params=0.1 (bias=0) — perfect! balanced low config works	agent2	blackboard
EXP-A2-089	1.0	0	keep	ALL params=0.2 (bias=0) — still perfect	agent2	blackboard
EXP-A2-090	1.0	0	keep	ALL params=2.0 (bias=0) — still perfect! balanced configs very robust	agent2	blackboard
EXP-A2-091	1.0	0	keep	max balanced: aw=5 avw=5 pw=5 vw=5 sharp=5 ah=2 pc=5 — perfect!	agent2	blackboard
EXP-089	0.9856	0	keep	ratio 50:1 → 0.986 CONFIRMED agent2 upper limit	agent1	blackboard
EXP-090	1.0	0	keep	ratio 49:1 → 1.0 upper edge confirmed	agent1	blackboard
EXP-091	1.0	0	keep	pure anticipation=1.5 → 1.0	agent1	blackboard
EXP-092	1.0	0	keep	anticipation=1.5+pw=0.5 → 1.0 compatible	agent1	blackboard
